!!SCT,EX,,,,,,,,
SXS_SW2502111_DX01_006_1,0,实训室25021刀闸B相末端靠开关侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_25021_A_RIGHT_YXFH_1,0,实训室25021刀闸A相靠主变侧引线发红,线路,引线发红,实训室,0,0,0,0
SXS_SW2503202_CP03_015_1,0,实训室25032刀闸B相末端瓷瓶破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503202_CP03_015_2,0,实训室25032刀闸B相末端瓷瓶积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503202_DX01_007_1,0,实训室25032刀闸B相靠母线侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW2503106_CP07_043_1,0,实训室25031刀闸B相末端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP07_043_2,0,实训室25031刀闸B相末端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP07_042_1,0,实训室25031刀闸B相末端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP07_042_2,0,实训室25031刀闸B相末端大瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP08_049_1,0,实训室25031刀闸B相末端小瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP08_049_2,0,实训室25031刀闸B相末端小瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP08_048_1,0,实训室25031刀闸B相末端小瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_CP08_048_2,0,实训室25031刀闸B相末端小瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2503106_DX01_016_1,0,实训室25031刀闸B相末端靠母线侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW23905_CP07_038_1,0,实训室239刀闸B相末端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP07_038_2,0,实训室239刀闸B相末端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP07_037_1,0,实训室239刀闸B相末端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP07_037_2,0,实训室239刀闸B相末端大瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP08_050_1,0,实训室239刀闸Ｂ相末端小瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP08_050_2,0,实训室239刀闸Ｂ相末端小瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP08_049_1,0,实训室239刀闸Ｂ相末端小瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_CP08_049_2,0,实训室239刀闸Ｂ相末端小瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW23905_DX01_013_1,0,实训室239刀闸B相末端靠母线侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW24914_CP07_023_1,0,实训室249刀闸B相末端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP07_023_2,0,实训室249刀闸B相末端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP07_022_1,0,实训室249刀闸B相末端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP07_022_2,0,实训室249刀闸B相末端大瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP08_029_1,0,实训室249刀闸B相末端小瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP08_029_2,0,实训室249刀闸B相末端小瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP08_028_1,0,实训室249刀闸B相末端小瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_CP08_028_2,0,实训室249刀闸B相末端小瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW24914_DX01_007_1,0,实训室249刀闸B相靠母线侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW2550211_CP07_038_1,0,实训室25502刀闸B相首端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP07_038_2,0,实训室25502刀闸B相首端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP07_037_1,0,实训室25502刀闸B相首端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP07_037_2,0,实训室25502刀闸B相首端大瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP08_050_1,0,实训室25502刀闸B相首端小瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP08_050_2,0,实训室25502刀闸B相首端小瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP08_049_1,0,实训室25502刀闸B相首端小瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_CP08_049_2,0,实训室25502刀闸B相首端小瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550211_DX01_009_1,0,实训室25502刀闸B相末端靠CT侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW2550111_CP07_038_1,0,实训室25501刀闸B相末端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP07_038_2,0,实训室25501刀闸B相末端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP07_037_1,0,实训室25501刀闸B相末端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP07_037_2,0,实训室25501刀闸B相末端大瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP08_050_1,0,实训室25501刀闸B相末端小瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP08_050_2,0,实训室25501刀闸B相末端小瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP08_049_1,0,实训室25501刀闸B相末端小瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_CP08_049_2,0,实训室25501刀闸B相末端小瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW2550111_DX01_009_1,0,实训室25501刀闸B相首端靠开关侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_LM4M4_B_01_CP05_008_1,0,实训室220kV IV母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM4M4_B_01_CP05_008_2,0,实训室220kV IV母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM4M4_B_01_CP05_009_1,0,实训室220kV IV母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM4M4_B_01_CP05_009_2,0,实训室220kV IV母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM4M4_B_01_DX01_001_1,0,实训室220kV IV母避雷器B相接地线松脱,避雷器,接地线,实训室,0,0,0,0
SXS_LM3M3_B_01_CP05_008_1,0,实训室220kV III母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM3M3_B_01_CP05_008_2,0,实训室220kV III母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM3M3_B_01_CP05_009_1,0,实训室220kV III母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM3M3_B_01_CP05_009_2,0,实训室220kV III母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM3M3_B_01_DX01_001_1,0,实训室220kV III母避雷器B相接地线松脱,避雷器,接地线,实训室,0,0,0,0
SXS_LM2M2_B_01_CP05_008_1,0,实训室220kV II母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM2M2_B_01_CP05_008_2,0,实训室220kV II母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM2M2_B_01_CP05_009_1,0,实训室220kV II母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM2M2_B_01_CP05_009_2,0,实训室220kV II母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM2M2_B_01_DX01_001_1,0,实训室220kV II母避雷器B相接地线松脱,避雷器,接地线,实训室,0,0,0,0
SXS_LM1M1_B_01_CP04_007_1,0,实训室220kV I母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM1M1_B_01_CP04_007_2,0,实训室220kV I母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM1M1_B_01_CP04_007_1,0,实训室220kV I母避雷器B相瓷瓶破损,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM1M1_B_01_CP04_007_2,0,实训室220kV I母避雷器B相瓷瓶积污,避雷器,套管瓷瓶,实训室,0,0,0,0
SXS_LM1M1_B_01_DX01_001_1,0,实训室220kV I母避雷器B相接地线松脱,避雷器,接地线,实训室,0,0,0,0
SXS_CT5013_A_01_CP04_006_1,0,实训室5013电流互感器A相瓷瓶破损,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5013_A_01_CP04_006_2,0,实训室5013电流互感器A相瓷瓶积污,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5013_A_01_DX01_002_1,0,实训室5013电流互感器A相靠500场地侧接地线松脱,电流互感器,接地线,实训室,0,0,0,0
SXS_5013CT_A_2_YXFH_1,0,实训室5013电流互感器A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5013CT_A_1_YXFH_1,0,实训室5013电流互感器A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_CT5012_A_02_CP05_007_1,0,实训室5012电流互感器A相瓷瓶破损,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5012_A_02_CP05_007_2,0,实训室5012电流互感器A相瓷瓶积污,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5012_A_02_DX01_002_1,0,实训室5012电流互感器A相靠500场地侧接地线松脱,电流互感器,接地线,实训室,0,0,0,0
SXS_5012CT_A_2_YXFH_1,0,实训室5012电流互感器A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5012CT_A_1_YXFH_1,0,实训室5012电流互感器A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_CT5011_A_01_CP04_006_1,0,实训室5011电流互感器A相瓷瓶破损,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5011_A_01_CP04_006_2,0,实训室5011电流互感器A相瓷瓶积污,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5011_A_01_DX01_001_1,0,实训室5011电流互感器A相靠500场地侧接地线松脱,电流互感器,接地线,实训室,0,0,0,0
SXS_5011CT_A_2_YXFH_1,0,实训室5011电流互感器A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5011CT_A_1_YXFH_1,0,实训室5011电流互感器A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_CT5023_A_01_CP04_006_1,0,实训室5023电流互感器A相瓷瓶破损,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5023_A_01_CP04_006_2,0,实训室5023电流互感器A相瓷瓶积污,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5023_A_01_DX01_002_1,0,实训室5023电流互感器A相靠500场地侧接地线松脱,电流互感器,接地线,实训室,0,0,0,0
SXS_CT5021_A_01_CP04_006_1,0,实训室5021电流互感器A相瓷瓶破损,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5021_A_01_CP04_006_2,0,实训室5021电流互感器A相瓷瓶积污,电流互感器,套管瓷瓶,实训室,0,0,0,0
SXS_CT5021_A_01_DX01_001_1,0,实训室5021电流互感器A相靠500场地侧接地线松脱,电流互感器,接地线,实训室,0,0,0,0
SXS_K5013_A_01_CP10_013_1,0,实训室5013开关A相支撑瓷瓶上段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP10_013_2,0,实训室5013开关A相支撑瓷瓶上段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP09_012_1,0,实训室5013开关A相支撑瓷瓶中段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP09_012_2,0,实训室5013开关A相支撑瓷瓶中段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP08_011_1,0,实训室5013开关A相支撑瓷瓶下段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP08_011_2,0,实训室5013开关A相支撑瓷瓶下段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP11_015_1,0,实训室5013开关A相末端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP11_015_2,0,实训室5013开关A相末端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP12_017_1,0,实训室5013开关A相末端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP12_017_2,0,实训室5013开关A相末端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP11_014_1,0,实训室5013开关A相首端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP11_014_2,0,实训室5013开关A相首端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP12_016_1,0,实训室5013开关A相首端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_CP12_016_2,0,实训室5013开关A相首端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5013_A_01_DX01_001_1,0,实训室5013开关A相靠500场地侧长接地线松脱,开关,接地线,实训室,0,0,0,0
SXS_5013_A_2_YXFH_1,0,实训室5013开关A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5013_A_1_YXFH_1,0,实训室5013开关A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_K5023_A_01_CP10_013_1,0,实训室5023开关A相支撑瓷瓶上段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP10_013_2,0,实训室5023开关A相支撑瓷瓶上段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP09_012_1,0,实训室5023开关A相支撑瓷瓶中段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP09_012_2,0,实训室5023开关A相支撑瓷瓶中段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP08_011_1,0,实训室5023开关A相支撑瓷瓶下段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP08_011_2,0,实训室5023开关A相支撑瓷瓶下段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP11_015_1,0,实训室5023开关A相末端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP11_015_2,0,实训室5023开关A相末端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP12_017_1,0,实训室5023开关A相末端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP12_017_2,0,实训室5023开关A相末端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP11_014_1,0,实训室5023开关A相首端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP11_014_2,0,实训室5023开关A相首端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP12_016_1,0,实训室5023开关A相首端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_CP12_016_2,0,实训室5023开关A相首端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5023_A_01_DX01_001_1,0,实训室5023开关A相靠500场地侧长接地线松脱,开关,接地线,实训室,0,0,0,0
SXS_K5012_A_01_CP10_013_1,0,实训室5012开关A相支撑瓷瓶上段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP10_013_2,0,实训室5012开关A相支撑瓷瓶上段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP09_012_1,0,实训室5012开关A相支撑瓷瓶中段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP09_012_2,0,实训室5012开关A相支撑瓷瓶中段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP08_011_1,0,实训室5012开关A相支撑瓷瓶下段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP08_011_2,0,实训室5012开关A相支撑瓷瓶下段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP11_015_1,0,实训室5012开关A相末端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP11_015_2,0,实训室5012开关A相末端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP12_017_1,0,实训室5012开关A相末端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP12_017_2,0,实训室5012开关A相末端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP11_014_1,0,实训室5012开关A相首端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP11_014_2,0,实训室5012开关A相首端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP12_016_1,0,实训室5012开关A相首端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_CP12_016_2,0,实训室5012开关A相首端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5012_A_01_DX01_001_1,0,实训室5012开关A相靠500场地侧长接地线松脱,开关,接地线,实训室,0,0,0,0
SXS_5012_A_2_YXFH_1,0,实训室5012开关A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5012_A_1_YXFH_1,0,实训室5012开关A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_K5011_A_01_CP10_013_1,0,实训室5011开关A相支撑瓷瓶上段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP10_013_2,0,实训室5011开关A相支撑瓷瓶上段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP09_012_1,0,实训室5011开关A相支撑瓷瓶中段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP09_012_2,0,实训室5011开关A相支撑瓷瓶中段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP08_011_1,0,实训室5011开关A相支撑瓷瓶下段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP08_011_2,0,实训室5011开关A相支撑瓷瓶下段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP11_015_1,0,实训室5011开关A相末端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP11_015_2,0,实训室5011开关A相末端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP12_017_1,0,实训室5011开关A相末端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP12_017_2,0,实训室5011开关A相末端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP11_014_1,0,实训室5011开关A相首端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP11_014_2,0,实训室5011开关A相首端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP12_016_1,0,实训室5011开关A相首端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_CP12_016_2,0,实训室5011开关A相首端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5011_A_01_DX01_001_1,0,实训室5011开关A相靠500场地侧长接地线松脱,开关,接地线,实训室,0,0,0,0
SXS_5011_A_2_YXFH_1,0,实训室5011开关A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_5011_A_1_YXFH_1,0,实训室5011开关A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_K5021_A_01_CP10_013_1,0,实训室5021开关A相支撑瓷瓶上段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP10_013_2,0,实训室5021开关A相支撑瓷瓶上段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP09_012_1,0,实训室5021开关A相支撑瓷瓶中段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP09_012_2,0,实训室5021开关A相支撑瓷瓶中段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP08_011_1,0,实训室5021开关A相支撑瓷瓶下段破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP08_011_2,0,实训室5021开关A相支撑瓷瓶下段积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP11_015_1,0,实训室5021开关A相末端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP11_015_2,0,实训室5021开关A相末端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP12_017_1,0,实训室5021开关A相末端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP12_017_2,0,实训室5021开关A相末端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP11_014_1,0,实训室5021开关A相首端粗瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP11_014_2,0,实训室5021开关A相首端粗瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP12_016_1,0,实训室5021开关A相首端细瓷瓶破损,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_CP12_016_2,0,实训室5021开关A相首端细瓷瓶积污,开关,套管瓷瓶,实训室,0,0,0,0
SXS_K5021_A_01_DX01_001_1,0,实训室5021开关A相靠500场地侧长接地线松脱,开关,接地线,实训室,0,0,0,0
SXS_SW50132_A_01_CP06_010_1,0,实训室50132刀闸A相首端大瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50132_A_01_CP06_010_2,0,实训室50132刀闸A相首端大瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50132_A_01_CP06_009_1,0,实训室50132刀闸A相首端大瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
